name,place_id,types,vicinity,business_status,photos,rating,user_ratings_total,permanently_closed,price_level,google_maps_url
Bari Restaurant & Pizzeria Equipment,ChIJJ3GQwoVZwokRGYx2L6plC0g,"['furniture_store', 'home_goods_store', 'store', 'point_of_interest', 'establishment']","240 Bowery, New York",OPERATIONAL,"[{'height': 1152, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105468207230892847658"">Bari Restaurant &amp; Pizzeria Equipment</a>'], 'photo_reference': 'Aaw_FcLPm9ODQGLabh1J09v9r_Vb6HoBlM2ipp6mZ0DRRr9Eh01nndFPvRQGrBuKsJZzBi282wfGJ8SwELZ65Z-pXgP_DEx8fEKis7Xd5qKd0lscRmjbzw2la42DjHMvrAN4DNqnr9lVeGwQ0iJ4vnJnWpwtlolSPxjZrSkV7DhYNGpqlnMT', 'width': 2048}]",4.3,32.0,,3.0,https://www.google.com/maps/place/?q=place_id:ChIJJ3GQwoVZwokRGYx2L6plC0g
The New Museum,ChIJMYX3MbZZwokREsi2rKBdUp4,"['museum', 'point_of_interest', 'establishment']","235 Bowery, New York",OPERATIONAL,"[{'height': 3072, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115299700011208376245"">Ricardo Macpherson-Ortiz</a>'], 'photo_reference': 'Aaw_FcI6X22bs1bVQBvyQMhGi_la-VyofpwVzOTs_lUUyU_Z2KIrML-hfATWPms0IDvfOCMSCwNJmeRKtOTlRwdt3XDGsHbQYEsgv0qbgDTu2zMR1yjzP6s0AkbgXG23fN-weKRQ4efqPR54mWhuMdX3mT3IJXgKZ9IckFI6LsyYTKRBhhE', 'width': 4080}]",4.2,29.0,,,https://www.google.com/maps/place/?q=place_id:ChIJMYX3MbZZwokREsi2rKBdUp4
Carbo Oven & Refrigeration,ChIJ-6OZ24VZwokR58cJ04nF3o8,"['store', 'point_of_interest', 'establishment']","235 Bowery, New York",OPERATIONAL,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ-6OZ24VZwokR58cJ04nF3o8
Karvouna Mezze,ChIJnXBePYFZwokRZ96gLANqHtg,"['restaurant', 'food', 'point_of_interest', 'establishment']","241 Bowery, New York",OPERATIONAL,"[{'height': 2000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118230035232882894324"">Karvouna Mezze</a>'], 'photo_reference': 'Aaw_FcJOQDxlHnTD1QNBwZvA6_x64DECpA5Hnet5ZPGhshEYkdIJHi3E0QOgSf_3HByPquhcBbxDDwirmx2Blo59hJX02C0i4Yzz4E2kfBK6iOFsEV8Ulw6OxYA-_O9hXJy_xy6a-GuJqQW9Sr7QlfDaTe_I79oufNBYWA4_qnmmpTLoCnTw', 'width': 2996}]",4.5,207.0,,1.0,https://www.google.com/maps/place/?q=place_id:ChIJnXBePYFZwokRZ96gLANqHtg
PlantShed,ChIJweLLY01ZwokRTBOwzihY8mw,"['florist', 'store', 'point_of_interest', 'establishment']","1 Prince Street, New York",OPERATIONAL,"[{'height': 1820, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117808460219123378764"">Ruwan J.</a>'], 'photo_reference': 'Aaw_FcLtu3Kj3Lifv5HQVqjIW_ySFyTMsLNvh1B9BmBwDUHbtwZubfhBEOaF5rpYVoGYTI1zAU3bbffSyewS1pPrPUPWyLPWSYAt55FD6JiXXBJJ1MegHQOuHq9-P1c37-knK8ew8zVgEuNk5tlquyvYzpCLCLbzWDv3eaLEXvFtsi9jOsPp', 'width': 3235}]",4.4,117.0,,1.0,https://www.google.com/maps/place/?q=place_id:ChIJweLLY01ZwokRTBOwzihY8mw
Bar Veloce,ChIJbfOQOr5ZwokR0uADONJ4bo8,"['bar', 'point_of_interest', 'establishment']","245 Bowery, New York",OPERATIONAL,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117618821362674254733"">Nancy R.</a>'], 'photo_reference': 'Aaw_FcL2pugbgeP5T5sqn8aqiAhutErU9MV2-SyuHAQRlIhg4EY9Vc18ZKAEaFokG9-1S62EqJrerXuGv_b96_lRF1-yxDJ61kd6K7u3IKJn3MXQjOKxUSfx_Y0OXimbaTd7gUrhFdO1zMazfCo4s2GqAfTfrzi28g3Y21UvxWPNoQRn3vUp', 'width': 3024}]",5.0,10.0,,,https://www.google.com/maps/place/?q=place_id:ChIJbfOQOr5ZwokR0uADONJ4bo8
Anne & Valentin Eyewear - NOLITA - NYC,ChIJy9CZ5oVZwokRSSdv3JYuhiA,"['health', 'point_of_interest', 'store', 'establishment']","2 Prince Street, New York",OPERATIONAL,"[{'height': 853, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117579280999297840847"">Anne &amp; Valentin Eyewear - NOLITA - NYC</a>'], 'photo_reference': 'Aaw_FcL4zwxXTkpTTD_oink7Cj0LbNOVTL-f8gEccD8rUXfZxFJ_TXzzDNH0FI3jv-JysWKOJMc7Gv1vzDXqb1CUsO8b7cjpUzwLl__wFNOJnc3t6nuHz8ydgv2dvvtfuMfjM8tnEZAg4xu24AWSlyhn1_PqGgdGRnE9kxSqzg4sKPfshXBF', 'width': 1280}]",4.6,32.0,,3.0,https://www.google.com/maps/place/?q=place_id:ChIJy9CZ5oVZwokRSSdv3JYuhiA
Salvation Army - Chinatown Corp - Food Distribution Center,ChIJ9diW34VZwokR9pMEDLmSfPw,"['point_of_interest', 'food', 'establishment']","225 Bowery, New York",OPERATIONAL,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ9diW34VZwokR9pMEDLmSfPw
Katra Lounge & Event Space,ChIJdd6KDIZZwokR_yF3VSqJBFE,"['bar', 'night_club', 'restaurant', 'point_of_interest', 'food', 'establishment']","217 Bowery, New York",OPERATIONAL,"[{'height': 625, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112414574171227635335"">Katra Lounge &amp; Event Space</a>'], 'photo_reference': 'Aaw_FcIKZ4aWmsG56w93nJgDzJcOpDrz0ODBvkIHV9MhdLy78QDTUH2B_1EBOaN9tbSHg9uaBJSlCCGkjE01SgQkXGj3c-Dxh_V_MEGoe8NeYYNOc9CM1O2fxi9uMkY2YAIIwYSx-r1vHT2xOsQVtMSVeotxSqkK_TEvkDkM3ERqriuLACWI', 'width': 800}]",3.9,1468.0,,2.0,https://www.google.com/maps/place/?q=place_id:ChIJdd6KDIZZwokR_yF3VSqJBFE
Camper,ChIJleimdYZZwokR-5NGLFSrdKc,"['shoe_store', 'point_of_interest', 'store', 'establishment']","221 Bowery, New York",OPERATIONAL,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101074612350522407023"">장문회</a>'], 'photo_reference': 'Aaw_FcK33ajS0AwZHYhTJMbiMfWdr1xTxIyj4LF6-MjgcQxtX0UnOSa4ObckE_DIZA1UIKkO9xkmLJCn2FMRsb5bZnFK5CsEZwmUAT1RYFY3MKOGiYnCdQr7o_8zXT7d6y3W-vnsRnpZCcmNLMoW6BEna2ig2rTEDcPyQvZvyWXByQbs0kQN', 'width': 3024}]",4.3,52.0,,,https://www.google.com/maps/place/?q=place_id:ChIJleimdYZZwokR-5NGLFSrdKc
Morgenstern's BANANAS,ChIJHabkc4ZZwokRNnu1Kas8zsk,"['cafe', 'point_of_interest', 'store', 'food', 'establishment']","2 Rivington Street, New York",OPERATIONAL,"[{'height': 1366, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114170847659217087583"">Morgenstern&#39;s BANANAS</a>'], 'photo_reference': 'Aaw_FcItutYVu-JTVYGB7aad4yBKVeI0CYS_72Hr-TyyGFcm0ddRpm1mqUlNLpuc-zlXRTUS3R59w4XyscyAQ3hjrP_rZ-FsJSZxTU7hVVO2mPE_5BOfXGeNqrHxoz0YZWDqBElNAt_zrKYZGHminZh9bdS_ov4tw861bUHeBMtpGHEkrSPU', 'width': 2048}]",4.3,1765.0,,2.0,https://www.google.com/maps/place/?q=place_id:ChIJHabkc4ZZwokRNnu1Kas8zsk
Parasol Projects,ChIJ6zOKc4ZZwokRu9eZCp0vTjQ,"['art_gallery', 'point_of_interest', 'store', 'establishment']","2 Rivington Street, New York",OPERATIONAL,"[{'height': 667, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117371217112686605367"">Parasol Projects</a>'], 'photo_reference': 'Aaw_FcLUHgSKLka7sGc6glHWsTxfjLh1xJZYT4lfiyhS5kWxhzYsSDdGH5waog-12Eg9fj6mIsaCTUYq4FxCtu6xwVrvxk7emFgmRV68FyJlR7zN9tal_fSJGpvBK8wU4uL82tsqklnGFBsFJjf4nmtzBzjSRablm7UC_GEwqymrjc0wnVLs', 'width': 1000}]",4.8,9.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ6zOKc4ZZwokRu9eZCp0vTjQ
"CANDICE MADEY, New York",ChIJycDCcoZZwokRL2jOvjPlKyc,"['art_gallery', 'point_of_interest', 'establishment']","1 Rivington Street 2nd Floor, New York",OPERATIONAL,"[{'height': 2667, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102809271026451655053"">CANDICE MADEY, New York</a>'], 'photo_reference': 'Aaw_FcJn4N9hK16XxtFKEiq1beSdaxO43G_Fhx4SMc6i27U4EzRs5kbCJ0LiVYxdL-1c0T82zE4xp8hAGbi0ku0rNAYz4QgpZGKsfj-L5D3ZenrhTtchAqJQWeRZoTLOLocNCP637uQxxp_jzRFXjAEy2NZgQ-gYH54-ITjM3Pt0mGysDM2n', 'width': 4000}]",4.3,4.0,,,https://www.google.com/maps/place/?q=place_id:ChIJycDCcoZZwokRL2jOvjPlKyc
Gleeit,ChIJVVWJdIZZwokRcgMaQZ7nvsc,"['health', 'point_of_interest', 'store', 'establishment']","217 Bowery, New York",OPERATIONAL,"[{'height': 640, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115092320160457998471"">Gleeit</a>'], 'photo_reference': 'Aaw_FcJm4RKOGBvgIiE7ErtrpVa8Zm4VwndZn2JoVtleILj9xO3SNaKI8SBbwiClgm4KbvwiXxyrI50G4wbE6dvnqXiFh9yhf8UN2ZA-y16jquxk1aky7yyoRRIkm0zyfjUTNr4pDGBBBbn1WFDGqD1eCvFNATgEOAoahfQ8A9l9W9isWMu8', 'width': 1920}]",1.0,1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJVVWJdIZZwokRcgMaQZ7nvsc
Cristin Tierney Gallery,ChIJlbKAYbZZwokRN72R3mvyFBc,"['art_gallery', 'point_of_interest', 'establishment']","219 Bowery Floor 2, New York",OPERATIONAL,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115430095140332257519"">Bob Cromwell</a>'], 'photo_reference': 'Aaw_FcJcpaoCMR7nzrF7MxzLWPU91zy209AbJXH-QGDbWg18bvdwK1QHb9fmjV6o5AtPPGm8vlDq9JAcno8r5mSSJJgNMIiRDyhZyCqfWq_baRnPDhtC9_7SalUuG-JodLHXD_sK6RGPmR9tdo1uQbHVAsu0BU9NIl93aJqttqGHykxEMC4-', 'width': 3264}]",5.0,4.0,,,https://www.google.com/maps/place/?q=place_id:ChIJlbKAYbZZwokRN72R3mvyFBc
Bouwerie Iconic Magazines,ChIJd7-oDIZZwokRyWr3bmZt3g4,"['book_store', 'point_of_interest', 'store', 'establishment']","215 Bowery, New York",OPERATIONAL,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102663924884637832637"">CHLO GOT FLO (ChloGotFlo)</a>'], 'photo_reference': 'Aaw_FcIiN9GGvRjKv-cRJPQaw3xSGi78CKOn8Bchp4UeGzykv3UeFAyRnXAH_0jbGg7HImCumUycCUnhp2MNAVkxZtt1qh553VkRD6jbnSriYw_644M4g4LDeNZL7xmjA4IgVBq7L8MeFSHvq6jJQQ_qS5nhRDrOgKfEqLWpJY8zr5P0BnKJ', 'width': 3024}]",4.0,21.0,,,https://www.google.com/maps/place/?q=place_id:ChIJd7-oDIZZwokRyWr3bmZt3g4
Ross-Sutton Gallery,ChIJkWDH__pZwokRJjtb5m8bxe0,"['art_gallery', 'point_of_interest', 'establishment']","219 Bowery, New York",OPERATIONAL,"[{'height': 922, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108045074046781656996"">Ross-Sutton Gallery</a>'], 'photo_reference': 'Aaw_FcIQkFz7z8CjPxR0oER5URUEt3fiLHW6OuKzeaQiW_mB1gh5yMD24I0Djz_p-oVth2hkSM-r40eIqFfX-9En54-HO_B2MtfjRFY3WHaof49bOfIWmiJojEXijGIgQ3Lo5PTV1ANl5Hi5AB22drAwvLdaM9_dogufatb2kYl2Vq2ZGZaa', 'width': 1242}]",,,,,https://www.google.com/maps/place/?q=place_id:ChIJkWDH__pZwokRJjtb5m8bxe0
Godspeed nyc,ChIJpea4q2tZwokRsTE_fm93A-A,"['clothing_store', 'point_of_interest', 'store', 'establishment']","2 Rivington Street, New York",OPERATIONAL,"[{'height': 9248, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100123969668304268852"">The AfterHours Spot</a>'], 'photo_reference': 'Aaw_FcJL_A55b1EEWu6exWmqZ8SpllR9Gm8pVLWb9fYv7ZtebG15mj5U9mDkAGqPPQorU4_Lg2Kw2gQKO1lse8Z3qIJqw1LmWSD96HSVSBdkGoZAxYa5dk7ybTHC436iptEjL5Zh7TDSf7uKNsHvwd0xaUJtKUK4UX0OGd8opkIK0zJb7oLW', 'width': 6936}]",,,,,https://www.google.com/maps/place/?q=place_id:ChIJpea4q2tZwokRsTE_fm93A-A
NIU NYC Flagship,ChIJk_asrh9ZwokReZIFmHBHAns,"['store', 'point_of_interest', 'establishment']","213 Bowery, New York",OPERATIONAL,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116656397548814761038"">NIU NYC Flagship</a>'], 'photo_reference': 'Aaw_FcLB0X3L63Bdd39is-aJg4MhKq1qQa69ejqbSQCqTydaVlxAnVEDiHeeqyZLrYv61Id-sqt5_aPdlKz4UnIO423iglDaT2w3zrVvam8RpPN37FiIPbNIHen8NMFTs7F47aHXfw_XHJN1RuyGGiAnt0cNqBSbAt1f0K-7vNCDgz2KYhGr', 'width': 4032}]",4.6,34.0,,,https://www.google.com/maps/place/?q=place_id:ChIJk_asrh9ZwokReZIFmHBHAns
Balter Sales Company,ChIJQbSIDYZZwokRePvc8idwroE,"['furniture_store', 'home_goods_store', 'store', 'point_of_interest', 'establishment']","209 Bowery, New York",OPERATIONAL,"[{'height': 3036, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105280946035097287477"">Crissi Beth</a>'], 'photo_reference': 'Aaw_FcJAN-Rru1VEj-wyd96cd5tlS6jdX2Grk58RGy6W1a6gp6r9ODtr_HSUYCoLK2Jsi3rA1CaUl0h_wAhwFuUllV43GTBFa8JYEzCfibJRtE5WwVdEKgDqBv9A_R2mzwd-st6cTBbaZ3LVLTKsiG5XOJgdXJJPPNJWLy1GV555-t3evtbn', 'width': 4048}]",4.6,23.0,,,https://www.google.com/maps/place/?q=place_id:ChIJQbSIDYZZwokRePvc8idwroE
Antithesis Store,ChIJtxh5kGhZwokReEKeqysZqKQ,"['clothing_store', 'store', 'point_of_interest', 'establishment']","1 Rivington Street, New York",OPERATIONAL,"[{'height': 1536, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101579716857027286357"">Irma Zandl</a>'], 'photo_reference': 'Aaw_FcLiOAywCrzJ8PoAldUDMzQJxZ76VBB70j7jYIQYHyH7YXsIbrSR127P_TszFC5C8efJmtYUTeLhbEHu4jkqfURNFzUXkoAm7OLTBhYnE1a4pgGtlVV42mDHJneHaB_1TadaaQxasvMd-IWeicO4c9Mk4nMsovSsIT25bhIu8ktTJinW', 'width': 2048}]",4.9,11.0,,,https://www.google.com/maps/place/?q=place_id:ChIJtxh5kGhZwokReEKeqysZqKQ
Manhattan Area Rug Cleaning,ChIJtTYskZVZwokR_4CE-_m0Epo,"['laundry', 'point_of_interest', 'establishment']","220 Bowery, New York",OPERATIONAL,"[{'height': 700, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114066236436726107997"">Manhattan Area Rug Cleaning</a>'], 'photo_reference': 'Aaw_FcJ9s27gm9SrjNkciNvAyKBwIiyEld9Q31SR9rF5OPbsP5Tfv1PC7AFF7ESANk8eCC_XFxGinzOEBU4qjj3VI1Tw2YjzRBkPc2EgXCwtDtPfQfzHDeOGyIG9EOvLSyv9wWZVnMkYaGtMHuPtYJEiefbqhHMR0jBkwa7jgDJhzhemZ_Ye', 'width': 1200}]",,,,,https://www.google.com/maps/place/?q=place_id:ChIJtTYskZVZwokR_4CE-_m0Epo
Bowery Mission - Food Distribution Center,ChIJjxdH34VZwokRfA81dQti6xM,"['food', 'point_of_interest', 'establishment']","227 Bowery, New York",OPERATIONAL,"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100769060701754676640"">Dave González</a>'], 'photo_reference': 'Aaw_FcLCZNeUWwVKsYWZ8hJpU0MKtrRHNyfLheRRT48RBiSHQtgyS_MDTEVpdxkIGdFiyIGySmkg5EZZksM-NWZaixtGE9th4ZltqABrshSV7EHBc0L3tt2gYVPMFL4MjapKTZh3Bs2ZzVarptdj9ZKPyKsiTRS1FfXUw_8sO5WX_RFwW6nK', 'width': 4032}]",4.7,22.0,,,https://www.google.com/maps/place/?q=place_id:ChIJjxdH34VZwokRfA81dQti6xM
Pop International Galleries,ChIJid_IFYZZwokRBMpZ1nYos4k,"['art_gallery', 'point_of_interest', 'establishment']","195 Bowery # Ground, New York",OPERATIONAL,"[{'height': 423, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114160394670255882660"">Pop International Galleries</a>'], 'photo_reference': 'Aaw_FcL3WyEhzExl2isBr_O0JDTF_BgU2lkntWx1Aad3AuJmlovyFriUxpGv3i_8bPoXiJOQ8TVOEGjuU8UhmeTDvoi6atw6cGKQ5zujgja7V_Fmtacg5OgfN7FRzGAv-vtSzLbNKVoyQP-578ru-guLZ4igPoA4NVAKlfJcDXwyotYAGYGS', 'width': 749}]",4.8,30.0,,,https://www.google.com/maps/place/?q=place_id:ChIJid_IFYZZwokRBMpZ1nYos4k
Congee Dim Sum House,ChIJ2-hDr8BZwokRbG1zjd86hYY,"['restaurant', 'point_of_interest', 'food', 'establishment']","207 Bowery, New York",OPERATIONAL,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117024707744357690207"">Albert K</a>'], 'photo_reference': 'Aaw_FcLBd2lxtreJVSAIQDIH4aGmrgsPP41hGO6SBMSu6N3mCzdrsUSbaXmjmgPQ0JNdM7Iddl6dXLTHB78omT_IgkUuHArdZjMvvSUeH-ZuPkx7nBQVZNsTkq-Gg1ITQcucs2yVK8CkAxrgb-EGK3L5ogrCXaQDnwJleokTz4dEefxwxybE', 'width': 4032}]",4.1,75.0,,2.0,https://www.google.com/maps/place/?q=place_id:ChIJ2-hDr8BZwokRbG1zjd86hYY
Ainslie Bowery,ChIJYX4u-qRZwokRzEn18urM0vM,"['bar', 'restaurant', 'point_of_interest', 'food', 'establishment']","199 Bowery, New York",OPERATIONAL,"[{'height': 1667, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115303963869940637222"">Ainslie Bowery</a>'], 'photo_reference': 'Aaw_FcJnTWIrGwQt8erkpBea583smjEtvasTL_Il9KK5W327YbBHKbCWcvSbe65eyVIHtNbNYZDGQjkmra6VfCSgwnezVl6d_dHpu1APi33vF7mhysdpjx9-j2zQUovGeGro-BT9p9UqrglVA-LBriScSe9pMuh_zK7NIV1q0748_OXfVuPA', 'width': 2987}]",4.3,120.0,,2.0,https://www.google.com/maps/place/?q=place_id:ChIJYX4u-qRZwokRzEn18urM0vM
Bowery Restaurant Supply Co,ChIJofGSO4ZZwokRItoA2DDORqs,"['store', 'point_of_interest', 'establishment']","183 Bowery, New York",OPERATIONAL,"[{'height': 733, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117147509284637552102"">Sanz</a>'], 'photo_reference': 'Aaw_FcKUc7b2v9D2UI49kP4Uvj1BO8avGFqNjNrxZYNq-J3pqIY3RP7fNjD5IpglUbxcb0HeWV_QW4CdEJZ_sony836h_o2Xo7j5QAHJeL3x-QsTx18BOSXmRH8Y1Lu3ws_FD6kejhsRr6zQxuHYy7YFGHQ1IkW2jZ7S60isTfKX_VD-oxvS', 'width': 1100}]",4.1,35.0,,,https://www.google.com/maps/place/?q=place_id:ChIJofGSO4ZZwokRItoA2DDORqs
Bowery Aqua,ChIJPyLlO4ZZwokRiVzmB7WyJdA,"['store', 'point_of_interest', 'establishment']","183 Bowery, New York",OPERATIONAL,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJPyLlO4ZZwokRiVzmB7WyJdA
Museum of Street Art (MoSA),ChIJPUk5rj1ZwokRTy9lmqFcz4Y,"['museum', 'point_of_interest', 'establishment']","189 Bowery, New York",OPERATIONAL,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112021574844907760275"">Da G</a>'], 'photo_reference': 'Aaw_FcJq3p0TDhnQrRIo7D2uF5gRAvVBvjFu5LMUbjVlItVntTE1H80xWmNZCFStXnow02U2H1IidEml55GwxJ-5TigBtEy5nJe2C3nxxpg3HFyVf8oxMbj_U7fvwqb5PbRyKURImxaShEKJxswA-Rp5PlUZ7JN8aFjtsDLluwaI3NJaBtjq', 'width': 4000}]",3.7,29.0,,,https://www.google.com/maps/place/?q=place_id:ChIJPUk5rj1ZwokRTy9lmqFcz4Y
Canteenm,ChIJo02rP4ZZwokRRbYZMk9lyd8,"['cafe', 'point_of_interest', 'food', 'establishment']","189 Bowery # 2F, New York",OPERATIONAL,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107559348344445645847"">Cristiano Oliveira</a>'], 'photo_reference': 'Aaw_FcJzXtU_y9iRE8cPBle9txUnrZqDwCNIb8WxsIrNQCdEMdYES9VPkfjLhOIPbXB30Vu98wc0tC_-Ll8OfxPaWWIcsaidMOG-XcWF2kHHkVbMdC3_V0ddQG_aUE9cIg2nLOM0oBKHF2TKFmSBOgDauqpa7kx2YlQZxF5PYRzcTFhrWdTf', 'width': 4608}]",3.8,4.0,,,https://www.google.com/maps/place/?q=place_id:ChIJo02rP4ZZwokRRbYZMk9lyd8
cloudM New York Bowery,ChIJv244dSBZwokRsqbqt52SsuA,"['bar', 'point_of_interest', 'establishment']","189 Bowery, New York",OPERATIONAL,"[{'height': 6566, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112600662335980438684"">cloudM New York Bowery</a>'], 'photo_reference': 'Aaw_FcI3prKV_rsMVlzafzkZ34pt2WO1KmUa8donUVxrciVAw7aGHzzMW6dcfgbyEWzXexS9N38k-_Zeg6h6tLgMXoPs5WdLVrb7fdLyD19nptR-aNWjln6IFMWmzbMR5eiLVOB3zY275-O3n0GHR6_xuGcYcym5XAdMjR77P0NOjllSJmTg', 'width': 8763}]",4.1,264.0,,,https://www.google.com/maps/place/?q=place_id:ChIJv244dSBZwokRsqbqt52SsuA
Tampico NYC,ChIJKaQTiopZwokRoBT6SBd9-FM,"['bar', 'restaurant', 'point_of_interest', 'food', 'establishment']","10 Delancey Street, New York",OPERATIONAL,"[{'height': 603, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108931628258720422031"">Tampico NYC</a>'], 'photo_reference': 'Aaw_FcKO6ZJ6dBJmCSXAh6XmZgVrK_22mKnfo7CjGxFr47OQdzThTYPIzXS97TUnxLfmxVg0gTgflMRrFQoqUJYEQikkhmRIaKZ4Oi3_GPjj4lRzHe52BaBo9mCCMr35cg1Gx_21Lm0ggrXIr-qNyUiiYdH7V5HBlnpUooyxNMbfhe4IdSF5', 'width': 1072}]",4.9,80.0,,2.0,https://www.google.com/maps/place/?q=place_id:ChIJKaQTiopZwokRoBT6SBd9-FM
Schiff Mall,ChIJh8AOyQpZwokRLOKyi_sk4YI,"['park', 'point_of_interest', 'establishment']","Delancey Street, New York",OPERATIONAL,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102127021585291162704"">SA Ahmed</a>'], 'photo_reference': 'Aaw_FcLVlzXbaKzQ8aNXi7EbSb_JukXSSJeKG-wmGSk4ATK--rlFhRdMZmAB8Gq38a4GwQhvxAOJX--_c6eOCUqCdL9-1jhN5C30zCZKUcU8gKdVjuMZUC1QvPuF7aqWv0vbT191O_-RcBroLM1dYXY3gt07uZAESm2qBmTpAz-_EQRM0dtv', 'width': 3000}]",2.0,1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJh8AOyQpZwokRLOKyi_sk4YI
geotechshop,ChIJb5JNJTNZwokRnBFF7x67slA,"['electronics_store', 'store', 'point_of_interest', 'establishment']","Delancey Street, New York",OPERATIONAL,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJb5JNJTNZwokRnBFF7x67slA
Fig. 19,ChIJb6KTyodZwokR-3P63Pvd6Ng,"['bar', 'point_of_interest', 'establishment']","131 Chrystie Street, New York",OPERATIONAL,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115034317907569632101"">Slava Gorodovoy</a>'], 'photo_reference': 'Aaw_FcISirfIyl0fdggCtYkxY-Pj0HUaAXAo5xl0Jy0B5TG4nuu94t2QyT1nuoTmLCBfkRcLiHxLDc1bH8WUFVJnxlc6O7Y9g2gJsZoYiRPhazOf8UfOpGDwyiUpiAQI4Zaqrk3o1xAvMi8x0kO4BVNrmdp-tuPBeyDuDIxGmwT068CxOTD7', 'width': 3024}]",4.4,400.0,,2.0,https://www.google.com/maps/place/?q=place_id:ChIJb6KTyodZwokR-3P63Pvd6Ng
Sel Rrose,ChIJC8CwMYZZwokR37dlMWCJJt8,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","1 Delancey Street, New York",OPERATIONAL,"[{'height': 3706, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101031454781142915153"">Sel Rrose</a>'], 'photo_reference': 'Aaw_FcKlJmBxVT3h2eslxTJ5EgxOw7jbAuSi9EbSOOM1-Z_MdwOt2c8nUCH5fcLqlNWR8ufevzykI7nE5cklglJg6XJVVBbSiGxKWF0HWr-Z1mD4fs9mOtDK2t1ugfDnJ45q65zkDEOIXNkJ9eJDMPjpsV7s_TRw4K-yaKTwvB3SlRzOETu9', 'width': 4632}]",4.4,718.0,,2.0,https://www.google.com/maps/place/?q=place_id:ChIJC8CwMYZZwokR37dlMWCJJt8
eInteractive,ChIJCZX4MYZZwokRPa1-m-9iosw,"['electronics_store', 'home_goods_store', 'store', 'point_of_interest', 'establishment']","167 Bowery, New York",OPERATIONAL,"[{'height': 350, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103896454906442106968"">eInteractive</a>'], 'photo_reference': 'Aaw_FcJfQRJVw1E-tltd09hjIk251fQLb_gboa77TbRFTb4acOzqLx0hMCC32YCrx8np1KeKzX2m8hLAgX5hRyKYO9CKqVWGBI29NxNwKhsB2oV4BGJmOqlgVmTDkfSTIPZGznVqAiSsRDoWkFlmgrHFRyEjZ6tBheKxMgBgb_hVPrbaiShf', 'width': 850}]",4.0,4.0,,,https://www.google.com/maps/place/?q=place_id:ChIJCZX4MYZZwokRPa1-m-9iosw
